Priority,Unix TimeStamp,Source port,Destination port,Protocol,TTL,TOS,Datagram Length,A,P,R,S,F,TCP length,TCP options,
2,-0.922761542,0.6899452,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922761501,0.6899452,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922761459,0.6899452,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922761451,0.6899452,-0.997557662,3,-0.521912351,1,-0.733333333,1,1,0,0,0,4,3,
2,-0.922761045,0.689975729,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922760997,0.689975729,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922760962,0.689975729,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922760834,0.689975729,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922760787,0.689975729,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.92276075,0.689975729,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922760713,0.689975729,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922760712,0.689975729,-0.997557662,3,-0.521912351,1,-0.822988506,1,1,0,0,0,4,3,
2,-0.922760712,0.689975729,-0.997557662,3,-0.521912351,1,-0.822988506,1,1,0,0,0,4,3,
2,-0.922760294,0.690006258,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922760255,0.690006258,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922760213,0.690006258,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922760076,0.690006258,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922760038,0.690006258,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922759999,0.690006258,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922759941,0.690006258,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922759934,0.690006258,-0.997557662,3,-0.521912351,1,-0.867816092,1,1,0,0,0,4,3,
2,-0.922759934,0.690006258,-0.997557662,3,-0.521912351,1,-0.867816092,1,1,0,0,0,4,3,
2,-0.922759872,0.690036788,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922759872,0.690036788,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922759872,0.690036788,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922759248,0.690036788,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922759163,0.690036788,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922759128,0.690036788,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922759092,0.690036788,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922759092,0.690036788,-0.997557662,3,-0.521912351,1,-0.890229885,1,1,0,0,0,4,3,
2,-0.922759092,0.690036788,-0.997557662,3,-0.521912351,1,-0.890229885,1,1,0,0,0,4,3,
2,-0.922759056,0.690067317,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922759056,0.690067317,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922759056,0.690067317,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922759056,0.690067317,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922758486,0.690067317,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922758407,0.690067317,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922758331,0.690067317,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.92275833,0.690067317,-0.997557662,3,-0.521912351,1,-0.879310345,1,1,0,0,0,4,3,
2,-0.92275833,0.690067317,-0.997557662,3,-0.521912351,1,-0.879310345,1,1,0,0,0,4,3,
2,-0.922757925,0.690097846,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922757884,0.690097846,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922757844,0.690097846,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922757708,0.690097846,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922757666,0.690097846,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922757618,0.690097846,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922757582,0.690097846,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922757579,0.690097846,-0.997557662,3,-0.521912351,1,-0.885057471,1,1,0,0,0,4,3,
2,-0.922757579,0.690097846,-0.997557662,3,-0.521912351,1,-0.885057471,1,1,0,0,0,4,3,
2,-0.922757161,0.690128375,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922757117,0.690128375,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922757066,0.690128375,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922756942,0.690128375,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922756907,0.690128375,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922756869,0.690128375,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922756829,0.690128375,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922756828,0.690128375,-0.997557662,3,-0.521912351,1,-0.882183908,1,1,0,0,0,4,3,
2,-0.922756828,0.690128375,-0.997557662,3,-0.521912351,1,-0.882183908,1,1,0,0,0,4,3,
2,-0.922756426,0.690158905,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922756385,0.690158905,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922756345,0.690158905,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922756212,0.690158905,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922756173,0.690158905,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922756133,0.690158905,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922756092,0.690158905,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922756092,0.690158905,-0.997557662,3,-0.521912351,1,-0.883908046,1,1,0,0,0,4,3,
2,-0.922756092,0.690158905,-0.997557662,3,-0.521912351,1,-0.883908046,1,1,0,0,0,4,3,
2,-0.922755688,0.690494726,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922755647,0.690494726,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922755607,0.690494726,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922755467,0.690494726,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922755423,0.690494726,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922755395,0.690494726,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922755355,0.690494726,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922755354,0.690494726,-0.997557662,3,-0.521912351,1,-0.883333333,1,1,0,0,0,4,3,
2,-0.922755354,0.690494726,-0.997557662,3,-0.521912351,1,-0.883333333,1,1,0,0,0,4,3,
2,-0.92275495,0.690525255,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922754905,0.690525255,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922754866,0.690525255,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922754732,0.690525255,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922754683,0.690525255,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922754647,0.690525255,-0.997557662,3,-0.521912351,1,-0.333333333,1,1,0,0,0,4,3,
2,-0.922754612,0.690525255,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922754612,0.690525255,-0.997557662,3,-0.521912351,1,-0.882758621,1,1,0,0,0,4,3,
2,-0.922754612,0.690525255,-0.997557662,3,-0.521912351,1,-0.882758621,1,1,0,0,0,4,3,
2,-0.92275423,0.690555785,-0.997557662,3,-0.521912351,1,-0.945402299,1,1,0,0,0,4,3,
2,-0.922753972,0.690586314,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922753224,0.690616843,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.92275274,0.690647372,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922752207,0.690677901,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922750664,0.690708431,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922750023,0.69073896,-0.997557662,3,-0.521912351,1,-0.953448276,1,1,0,0,0,4,3,
2,-0.92274961,0.691074781,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922749225,0.691105311,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922747657,0.69113584,-0.997557662,3,-0.521912351,1,-0.333333333,1,0,0,0,0,4,3,
2,-0.922746501,0.691166369,-0.997557662,3,-0.521912351,1,-0.952298851,1,1,0,0,0,4,3,
2,-0.922746151,0.691196898,-0.997557662,3,-0.521912351,1,-0.940229885,1,1,0,0,0,4,3,
2,-0.922730203,0.692143304,-0.997557662,3,-0.521912351,1,-0.92183908,1,1,0,0,0,4,3,
2,-0.922730203,0.692143304,-0.997557662,3,-0.521912351,1,-0.92183908,1,1,0,0,0,4,3,
2,-0.922726548,0.692357009,-0.997557662,3,-0.521912351,1,-0.944827586,1,1,0,0,0,4,3,
2,-0.922723403,0.692784418,-0.997557662,3,-0.521912351,1,-0.925862069,1,1,0,0,0,4,3,
2,-0.922720165,0.692906535,-0.997557662,3,-0.521912351,1,-0.886206897,1,1,0,0,0,4,3,
1,-0.922717089,0.693303415,-0.997557662,3,-0.521912351,1,-0.944252874,1,1,0,0,0,4,3,
3,-0.922714767,0.714124346,-0.986475554,3,-0.521912351,1,-1,0,0,1,0,0,1,0,
3,-0.922713896,0.714246462,-0.986475554,3,-0.521912351,1,-1,0,0,1,0,0,1,0,
3,-0.922713892,0.714246462,-0.986475554,3,-0.521912351,1,-1,0,0,1,0,0,1,0,
3,-0.922713736,0.714246462,-0.986475554,3,-0.521912351,1,-1,0,0,1,0,0,1,0,
2,-0.922710767,0.694127704,-0.997557662,3,-0.521912351,1,-0.944827586,1,1,0,0,0,4,3,
2,-0.922708791,0.69428035,-0.997557662,3,-0.521912351,1,-0.943678161,1,1,0,0,0,4,3,
2,-0.922707972,0.694341408,-0.997557662,3,-0.521912351,1,-0.943103448,1,1,0,0,0,4,3,
2,-0.922705989,0.694799347,-0.997557662,3,-0.521912351,1,-0.943678161,1,1,0,0,0,4,3,
1,-0.92270559,0.694829876,-0.997557662,3,-0.521912351,1,-0.944252874,1,1,0,0,0,4,3,
2,-0.922701061,0.69547099,-0.997557662,3,-0.521912351,1,-0.925862069,1,1,0,0,0,4,3,
2,-0.922699594,0.695532048,-0.997557662,3,-0.521912351,1,-0.902298851,1,1,0,0,0,4,3,
2,-0.922698136,0.695593107,-0.997557662,3,-0.521912351,1,-0.902298851,1,1,0,0,0,4,3,
2,-0.922696691,0.695654165,-0.997557662,3,-0.521912351,1,-0.902298851,1,1,0,0,0,4,3,
2,-0.922695203,0.696020516,-0.997557662,3,-0.521912351,1,-0.902298851,1,1,0,0,0,4,3,
2,-0.922691547,0.696142633,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922691155,0.696173162,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922690759,0.696203691,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922690349,0.69623422,-0.997557662,3,-0.521912351,1,-0.91954023,1,1,0,0,0,4,3,
2,-0.922688873,0.696600571,-0.997557662,3,-0.521912351,1,-0.913793103,1,1,0,0,0,4,3,
2,-0.922688873,0.696600571,-0.997557662,3,-0.521912351,1,-0.913793103,1,1,0,0,0,4,3,
2,-0.922687382,0.696661629,-0.997557662,3,-0.521912351,1,-0.917816092,1,1,0,0,0,4,3,
2,-0.922685992,0.696722688,-0.997557662,3,-0.521912351,1,-0.913218391,1,1,0,0,0,4,3,
2,-0.922684534,0.696783746,-0.997557662,3,-0.521912351,1,-0.918390805,1,1,0,0,0,4,3,
2,-0.922683109,0.697150097,-0.997557662,3,-0.521912351,1,-0.912068966,1,1,0,0,0,4,3,
2,-0.922681621,0.697211155,-0.997557662,3,-0.521912351,1,-0.913218391,1,1,0,0,0,4,3,
2,-0.922681621,0.697211155,-0.997557662,3,-0.521912351,1,-0.913218391,1,1,0,0,0,4,3,
2,-0.922680172,0.697272214,-0.997557662,3,-0.521912351,1,-0.921264368,1,1,0,0,0,4,3,
2,-0.922678788,0.697333272,-0.997557662,3,-0.521912351,1,-0.917816092,1,1,0,0,0,4,3,
2,-0.922677338,0.697394331,-0.997557662,3,-0.521912351,1,-0.917816092,1,1,0,0,0,4,3,
2,-0.922675907,0.697760681,-0.997557662,3,-0.521912351,1,-0.925862069,1,1,0,0,0,4,3,
2,-0.922674534,0.69782174,-0.997557662,3,-0.521912351,1,-0.925287356,1,1,0,0,0,4,3,
2,-0.922673155,0.697882798,-0.997557662,3,-0.521912351,1,-0.904597701,1,1,0,0,0,4,3,
2,-0.922671763,0.697943857,-0.997557662,3,-0.521912351,1,-0.908045977,1,1,0,0,0,4,3,
2,-0.9226691,0.698340737,-0.997557662,3,-0.521912351,1,-0.895977011,1,1,0,0,0,4,3,
2,-0.922667619,0.698401795,-0.997557662,3,-0.521912351,1,-0.895977011,1,1,0,0,0,4,3,
2,-0.922666209,0.698462854,-0.997557662,3,-0.521912351,1,-0.895977011,1,1,0,0,0,4,3,
2,-0.922664774,0.698829204,-0.997557662,3,-0.521912351,1,-0.895977011,1,1,0,0,0,4,3,
2,-0.922655785,0.69940926,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922655729,0.699439789,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.92265501,0.699470318,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.92265252,0.699867198,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.92265213,0.699897727,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922651753,0.699928256,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922649632,0.700019844,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922648936,0.700050373,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922648561,0.700080902,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922646152,0.700477782,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922645773,0.700508312,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922645397,0.700538841,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922642986,0.700630428,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922642616,0.700660958,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922642223,0.700691487,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922639758,0.701088367,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922639313,0.701118896,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922638924,0.701149425,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922636322,0.701241013,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922636322,0.701271542,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922635549,0.701302071,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922633108,0.701698951,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922633025,0.701729481,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922632332,0.70176001,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922629773,0.701851597,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.92262937,0.701882127,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922628963,0.702217948,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922626447,0.702309536,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922626074,0.702340065,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.922625687,0.702370594,-0.997557662,3,-0.521912351,1,-0.915517241,1,1,0,0,0,4,3,
2,-0.9226253,0.702401123,-0.997557662,3,-0.521912351,1,-0.91954023,1,1,0,0,0,4,3,
2,-0.922623939,0.702462182,-0.997557662,3,-0.521912351,1,-0.91954023,1,1,0,0,0,4,3,
2,-0.922622433,0.702828533,-0.997557662,3,-0.521912351,1,-0.91954023,1,1,0,0,0,4,3,
2,-0.922621065,0.702889591,-0.997557662,3,-0.521912351,1,-0.898275862,1,1,0,0,0,4,3,
2,-0.922619912,0.70295065,-0.997557662,3,-0.521912351,1,-0.901724138,1,1,0,0,0,4,3,
2,-0.922618253,0.703011708,-0.997557662,3,-0.521912351,1,-0.913793103,1,1,0,0,0,4,3,
2,-0.922618253,0.703011708,-0.997557662,3,-0.521912351,1,-0.913793103,1,1,0,0,0,4,3,
2,-0.922617147,0.703378059,-0.997557662,3,-0.521912351,1,-0.9,1,1,0,0,0,4,3,
2,-0.922615433,0.703439117,-0.997557662,3,-0.521912351,1,-0.903448276,1,1,0,0,0,4,3,
2,-0.922614079,0.703500176,-0.997557662,3,-0.521912351,1,-0.917816092,1,1,0,0,0,4,3,
2,-0.922612703,0.703561234,-0.997557662,3,-0.521912351,1,-0.896551724,1,1,0,0,0,4,3,
2,-0.92261128,0.703622292,-0.997557662,3,-0.521912351,1,-0.9,1,1,0,0,0,4,3,
2,-0.922609875,0.703988643,-0.997557662,3,-0.521912351,1,-0.913218391,1,1,0,0,0,4,3,
2,-0.922608494,0.704049702,-0.997557662,3,-0.521912351,1,-0.899425287,1,1,0,0,0,4,3,
2,-0.922607106,0.70411076,-0.997557662,3,-0.521912351,1,-0.902873563,1,1,0,0,0,4,3,
2,-0.92260618,0.704171818,-0.997557662,3,-0.521912351,1,-0.918390805,1,1,0,0,0,4,3,
2,-0.922602263,0.704599228,-0.997557662,3,-0.521912351,1,-0.912068966,1,1,0,0,0,4,3,
2,-0.922600851,0.704660286,-0.997557662,3,-0.521912351,1,-0.898275862,1,1,0,0,0,4,3,
2,-0.922599413,0.704721345,-0.997557662,3,-0.521912351,1,-0.901724138,1,1,0,0,0,4,3,
2,-0.922597822,0.705087695,-0.997557662,3,-0.521912351,1,-0.913218391,1,1,0,0,0,4,3,
2,-0.922597822,0.705087695,-0.997557662,3,-0.521912351,1,-0.913218391,1,1,0,0,0,4,3,
2,-0.922596462,0.705148754,-0.997557662,3,-0.521912351,1,-0.899425287,1,1,0,0,0,4,3,
2,-0.922595075,0.705209812,-0.997557662,3,-0.521912351,1,-0.902873563,1,1,0,0,0,4,3,
2,-0.92259369,0.705270871,-0.997557662,3,-0.521912351,1,-0.921264368,1,1,0,0,0,4,3,
2,-0.922592321,0.705637221,-0.997557662,3,-0.521912351,1,-0.9,1,1,0,0,0,4,3,
2,-0.922590536,0.70569828,-0.997557662,3,-0.521912351,1,-0.903448276,1,1,0,0,0,4,3,
2,-0.922589086,0.705759338,-0.997557662,3,-0.521912351,1,-0.917816092,1,1,0,0,0,4,3,
2,-0.922587716,0.705820397,-0.997557662,3,-0.521912351,1,-0.896551724,1,1,0,0,0,4,3,
2,-0.922586837,0.706186747,-0.997557662,3,-0.521912351,1,-0.9,1,1,0,0,0,4,3,
2,-0.922584948,0.706247806,-0.997557662,3,-0.521912351,1,-0.917816092,1,1,0,0,0,4,3,
2,-0.922583578,0.706308864,-0.997557662,3,-0.521912351,1,-0.896551724,1,1,0,0,0,4,3,
2,-0.922582165,0.706369923,-0.997557662,3,-0.521912351,1,-0.9,1,1,0,0,0,4,3,
2,-0.922580788,0.706430981,-0.997557662,3,-0.521912351,1,-0.918965517,1,1,0,0,0,4,3,
2,-0.922579413,0.706797332,-0.997557662,3,-0.521912351,1,-0.918965517,1,1,0,0,0,4,3,
2,-0.922578015,0.70685839,-0.997557662,3,-0.521912351,1,-0.920689655,1,1,0,0,0,4,3,
2,-0.922576654,0.706919449,-0.997557662,3,-0.521912351,1,-0.920689655,1,1,0,0,0,4,3,
2,-0.922575278,0.706980507,-0.997557662,3,-0.521912351,1,-0.917241379,1,1,0,0,0,4,3,
2,-0.922573882,0.707346858,-0.997557662,3,-0.521912351,1,-0.917241379,1,1,0,0,0,4,3,
2,-0.922572462,0.707407916,-0.997557662,3,-0.521912351,1,-0.920114943,1,1,0,0,0,4,3,
2,-0.922570858,0.707468975,-0.997557662,3,-0.521912351,1,-0.920114943,1,1,0,0,0,4,3,
2,-0.92256947,0.707530033,-0.997557662,3,-0.521912351,1,-0.918965517,1,1,0,0,0,4,3,
2,-0.922568101,0.707896384,-0.997557662,3,-0.521912351,1,-0.918965517,1,1,0,0,0,4,3,
2,-0.922566717,0.707957442,-0.997557662,3,-0.521912351,1,-0.920114943,1,1,0,0,0,4,3,
2,-0.922565347,0.708018501,-0.997557662,3,-0.521912351,1,-0.920114943,1,1,0,0,0,4,3,
2,-0.922564227,0.708079559,-0.997557662,3,-0.521912351,1,-0.920689655,1,1,0,0,0,4,3,
2,-0.922562534,0.708140618,-0.997557662,3,-0.521912351,1,-0.920689655,1,1,0,0,0,4,3,
3,-0.922561692,0.72890049,-0.986475554,3,-0.521912351,1,-1,0,0,1,0,0,1,0,
3,-0.922561689,0.72890049,-0.986475554,3,-0.521912351,1,-1,0,0,1,0,0,1,0,
2,-0.922561137,0.708506968,-0.997557662,3,-0.521912351,1,-0.917241379,1,1,0,0,0,4,3,
2,-0.922559766,0.708568027,-0.997557662,3,-0.521912351,1,-0.917241379,1,1,0,0,0,4,3,
2,-0.922558402,0.708629085,-0.997557662,3,-0.521912351,1,-0.917241379,1,1,0,0,0,4,3,
2,-0.922557006,0.708690144,-0.997557662,3,-0.521912351,1,-0.917241379,1,1,0,0,0,4,3,
2,-0.922552285,0.709148082,-0.997557662,3,-0.521912351,1,-0.921264368,1,1,0,0,0,4,3,
2,-0.922552285,0.709148082,-0.997557662,3,-0.521912351,1,-0.921264368,1,1,0,0,0,4,3,
2,-0.92254982,0.709544962,-0.997557662,3,-0.521912351,1,-0.920689655,1,1,0,0,0,4,3,
2,-0.922547394,0.70963655,-0.997557662,3,-0.521912351,1,-0.91954023,1,1,0,0,0,4,3,
2,-0.922545992,0.709697608,-0.997557662,3,-0.521912351,1,-0.920689655,1,1,0,0,0,4,3,
2,-0.922545992,0.709697608,-0.997557662,3,-0.521912351,1,-0.920689655,1,1,0,0,0,4,3,
2,-0.922541483,0.710155546,-0.997557662,3,-0.521912351,1,-0.929310345,1,1,0,0,0,4,3,
2,-0.922540089,0.710216605,-0.997557662,3,-0.521912351,1,-0.925862069,1,1,0,0,0,4,3,
2,-0.922538653,0.710277663,-0.997557662,3,-0.521912351,1,-0.91954023,1,1,0,0,0,4,3,
2,-0.922537248,0.710644014,-0.997557662,3,-0.521912351,1,-0.913793103,1,1,0,0,0,4,3,
2,-0.922537248,0.710644014,-0.997557662,3,-0.521912351,1,-0.913793103,1,1,0,0,0,4,3,
2,-0.922535844,0.710705072,-0.997557662,3,-0.521912351,1,-0.912643678,1,1,0,0,0,4,3,
2,-0.922535844,0.710705072,-0.997557662,3,-0.521912351,1,-0.912643678,1,1,0,0,0,4,3,
2,-0.922534339,0.710766131,-0.997557662,3,-0.521912351,1,-0.917816092,1,1,0,0,0,4,3,
2,-0.922532945,0.710827189,-0.997557662,3,-0.521912351,1,-0.913218391,1,1,0,0,0,4,3,
2,-0.92253153,0.71119354,-0.997557662,3,-0.521912351,1,-0.912068966,1,1,0,0,0,4,3,
2,-0.92253011,0.711254598,-0.997557662,3,-0.521912351,1,-0.918390805,1,1,0,0,0,4,3,
2,-0.922528692,0.711315657,-0.997557662,3,-0.521912351,1,-0.917241379,1,1,0,0,0,4,3,
2,-0.9225273,0.711376715,-0.997557662,3,-0.521912351,1,-0.912068966,1,1,0,0,0,4,3,
2,-0.922525803,0.711743066,-0.997557662,3,-0.521912351,1,-0.91091954,1,1,0,0,0,4,3,
2,-0.92252471,0.711804124,-0.997557662,3,-0.521912351,1,-0.913218391,1,1,0,0,0,4,3,
2,-0.92252471,0.711804124,-0.997557662,3,-0.521912351,1,-0.913218391,1,1,0,0,0,4,3,
2,-0.922523046,0.711865183,-0.997557662,3,-0.521912351,1,-0.912068966,1,1,0,0,0,4,3,
2,-0.922523046,0.711865183,-0.997557662,3,-0.521912351,1,-0.912068966,1,1,0,0,0,4,3,
2,-0.92252165,0.711926241,-0.997557662,3,-0.521912351,1,-0.921264368,1,1,0,0,0,4,3,
2,-0.922520244,0.712292592,-0.997557662,3,-0.521912351,1,-0.917816092,1,1,0,0,0,4,3,
2,-0.922518858,0.712353651,-0.997557662,3,-0.521912351,1,-0.917816092,1,1,0,0,0,4,3,
2,-0.922517448,0.712414709,-0.997557662,3,-0.521912351,1,-0.929310345,1,1,0,0,0,4,3,
2,-0.922516073,0.712475767,-0.997557662,3,-0.521912351,1,-0.925862069,1,1,0,0,0,4,3,
2,-0.92251466,0.712536826,-0.997557662,3,-0.521912351,1,-0.91954023,1,1,0,0,0,4,3,
2,-0.922513183,0.712903177,-0.997557662,3,-0.521912351,1,-0.913793103,1,1,0,0,0,4,3,
2,-0.922513183,0.712903177,-0.997557662,3,-0.521912351,1,-0.913793103,1,1,0,0,0,4,3,
